"","SpeciesName","Species","Genus","Family","WoodDensity","TaxonName"
"980","Terminalia stenostachya","stenostachya","Terminalia","Combretaceae",0.882683333333333,"Combretaceae_Terminalia_stenostachya"
"981","Terminalia tomentosa","tomentosa","Terminalia","Combretaceae",0.7475,"Combretaceae_Terminalia_tomentosa"
"982","Brachyglottis repanda","repanda","Brachyglottis","Compositae",0.5652,"Compositae_Brachyglottis_repanda"
"983","Brachylaena discolor","discolor","Brachylaena","Compositae",0.597877214230769,"Compositae_Brachylaena_discolor"
"984","Brachylaena ramiflora","ramiflora","Brachylaena","Compositae",0.79155929864,"Compositae_Brachylaena_ramiflora"
"985","Cassinia laevis","laevis","Cassinia","Compositae",0.641,"Compositae_Cassinia_laevis"
"986","Dasyphyllum spinescens","spinescens","Dasyphyllum","Compositae",0.6673546113,"Compositae_Dasyphyllum_spinescens"
"987","Gochnatia polymorpha","polymorpha","Gochnatia","Compositae",0.76,"Compositae_Gochnatia_polymorpha"
"988","Moquinia polymorpha","polymorpha","Gochnatia","Compositae",0.955,"Compositae_Gochnatia_polymorpha"
"989","Gymnosperma glutinosum","glutinosum","Gymnosperma","Compositae",0.9422,"Compositae_Gymnosperma_glutinosum"
"990","Olearia colensoi","colensoi","Olearia","Compositae",0.792,"Compositae_Olearia_colensoi"
"991","Olearia pimeleoides","pimeleoides","Olearia","Compositae",0.759,"Compositae_Olearia_pimeleoides"
"992","Piptocarpha rotundifolia","rotundifolia","Piptocarpha","Compositae",0.574,"Compositae_Piptocarpha_rotundifolia"
"993","Crassocephalum mannii","mannii","Solanecio","Compositae",0.331,"Compositae_Solanecio_mannii"
"994","Solanecio mannii","mannii","Solanecio","Compositae",0.331485,"Compositae_Solanecio_mannii"
"995","Tarchonanthus camphoratus","camphoratus","Tarchonanthus","Compositae",0.964213333333333,"Compositae_Tarchonanthus_camphoratus"
"996","Tessaria integrifolia","integrifolia","Tessaria","Compositae",0.301,"Compositae_Tessaria_integrifolia"
"997","Vernonanthura patens","patens","Vernonanthura","Compositae",0.54,"Compositae_Vernonanthura_patens"
"998","Connarus panamensis","panamensis","Connarus","Connaraceae",0.6686175385,"Connaraceae_Connarus_panamensis"
"999","Humbertia madagascariensis","madagascariensis","Humbertia","Convolvulaceae",1.12860471175,"Convolvulaceae_Humbertia_madagascariensis"
"1000","Alangium chinense","chinense","Alangium","Cornaceae",0.352327210526316,"Cornaceae_Alangium_chinense"
"1001","Alangium kurzii","kurzii","Alangium","Cornaceae",0.42,"Cornaceae_Alangium_kurzii"
"1002","Alangium longiflorum","longiflorum","Alangium","Cornaceae",0.6746365,"Cornaceae_Alangium_longiflorum"
"1003","Alangium nobile","nobile","Alangium","Cornaceae",0.75,"Cornaceae_Alangium_nobile"
"1004","Alangium ridleyi","ridleyi","Alangium","Cornaceae",0.775714285714286,"Cornaceae_Alangium_ridleyi"
"1005","Alangium salviifolium","salviifolium","Alangium","Cornaceae",0.8,"Cornaceae_Alangium_salviifolium"
"1006","Alangium griffithii","uniloculare","Alangium","Cornaceae",0.7,"Cornaceae_Alangium_uniloculare"
"1007","Alangium uniloculare","uniloculare","Alangium","Cornaceae",0.7,"Cornaceae_Alangium_uniloculare"
"1008","Alangium villosum","villosum","Alangium","Cornaceae",0.555667777777778,"Cornaceae_Alangium_villosum"
"1009","Camptotheca acuminata","acuminata","Camptotheca","Cornaceae",0.440650285714286,"Cornaceae_Camptotheca_acuminata"
"1010","Cornus alternifolia","alternifolia","Cornus","Cornaceae",0.58,"Cornaceae_Cornus_alternifolia"
"1011","Cornus controversa","controversa","Cornus","Cornaceae",0.5690724,"Cornaceae_Cornus_controversa"
"1012","Cornus disciflora","disciflora","Cornus","Cornaceae",0.53,"Cornaceae_Cornus_disciflora"
"1013","Cornus florida","florida","Cornus","Cornaceae",0.596666817818182,"Cornaceae_Cornus_florida"
"1014","Cornus glabrata","glabrata","Cornus","Cornaceae",0.68,"Cornaceae_Cornus_glabrata"
"1015","Cornus nuttallii","nuttallii","Cornus","Cornaceae",0.58,"Cornaceae_Cornus_nuttallii"
"1016","Cornus peruviana","peruviana","Cornus","Cornaceae",0.56,"Cornaceae_Cornus_peruviana"
"1017","Cornus sanguinea","sanguinea","Cornus","Cornaceae",0.68,"Cornaceae_Cornus_sanguinea"
"1018","Cornus sericea","sericea","Cornus","Cornaceae",0.48,"Cornaceae_Cornus_sericea"
"1019","Cornus stolonifera","sericea","Cornus","Cornaceae",0.58,"Cornaceae_Cornus_sericea"
"1020","Afrocrania volkensii","volkensii","Cornus","Cornaceae",0.663,"Cornaceae_Cornus_volkensii"
"1021","Cornus volkensii","volkensii","Cornus","Cornaceae",0.6304678,"Cornaceae_Cornus_volkensii"
"1022","Davidia involucrata","involucrata","Davidia","Cornaceae",0.464886857142857,"Cornaceae_Davidia_involucrata"
"1023","Griselinia littoralis","littoralis","Griselinia","Cornaceae",0.6035,"Cornaceae_Griselinia_littoralis"
"1024","Mastixia pentandra","pentandra","Mastixia","Cornaceae",0.495,"Cornaceae_Mastixia_pentandra"
"1025","Mastixia philippinensis","pentandra","Mastixia","Cornaceae",0.47,"Cornaceae_Mastixia_pentandra"
"1026","Nyssa aquatica","aquatica","Nyssa","Cornaceae",0.476666666666667,"Cornaceae_Nyssa_aquatica"
"1027","Nyssa javanica","javanica","Nyssa","Cornaceae",0.48,"Cornaceae_Nyssa_javanica"
"1028","Nyssa sinensis","sinensis","Nyssa","Cornaceae",0.587746571428571,"Cornaceae_Nyssa_sinensis"
"1029","Nyssa sylvatica","sylvatica","Nyssa","Cornaceae",0.49730881025,"Cornaceae_Nyssa_sylvatica"
"1030","Corynocarpus australasicus","cribbianus","Corynocarpus","Corynocarpaceae",0.71,"Corynocarpaceae_Corynocarpus_cribbianus"
"1031","Corynocarpus cribbianus","cribbianus","Corynocarpus","Corynocarpaceae",0.623045,"Corynocarpaceae_Corynocarpus_cribbianus"
"1032","Ctenolophon englerianus","englerianus","Ctenolophon","Ctenolophonaceae",0.792261543555556,"Ctenolophonaceae_Ctenolophon_englerianus"
"1033","Anodopetalum biglandulosum","biglandulosum","Anodopetalum","Cunoniaceae",0.609681333333333,"Cunoniaceae_Anodopetalum_biglandulosum"
"1034","Caldcluvia celebica","celebica","Caldcluvia","Cunoniaceae",0.39,"Cunoniaceae_Caldcluvia_celebica"
"1035","Caldcluvia paniculata","paniculata","Caldcluvia","Cunoniaceae",0.525,"Cunoniaceae_Caldcluvia_paniculata"
"1036","Caldcluvia paniculosa","paniculosa","Caldcluvia","Cunoniaceae",0.560120177733333,"Cunoniaceae_Caldcluvia_paniculosa"
"1037","Callicoma serratifolia","serratifolia","Callicoma","Cunoniaceae",0.49505,"Cunoniaceae_Callicoma_serratifolia"
"1038","Ceratopetalum apetalum","apetalum","Ceratopetalum","Cunoniaceae",0.544556072727273,"Cunoniaceae_Ceratopetalum_apetalum"
"1039","Ceratopetalum succirubrum","succirubrum","Ceratopetalum","Cunoniaceae",0.541319743538462,"Cunoniaceae_Ceratopetalum_succirubrum"
"1040","Cunonia capensis","capensis","Cunonia","Cunoniaceae",0.6,"Cunoniaceae_Cunonia_capensis"
"1041","Davidsonia pruriens","pruriens","Davidsonia","Cunoniaceae",0.786066666666667,"Cunoniaceae_Davidsonia_pruriens"
"1042","Eucryphia cordifolia","cordifolia","Eucryphia","Cunoniaceae",0.536,"Cunoniaceae_Eucryphia_cordifolia"
"1043","Eucryphia lucida","lucida","Eucryphia","Cunoniaceae",0.6076026665,"Cunoniaceae_Eucryphia_lucida"
"1044","Geissois benthamiana","benthamiana","Geissois","Cunoniaceae",0.544333333333333,"Cunoniaceae_Geissois_benthamiana"
"1045","Geissois biagiana","biagiana","Geissois","Cunoniaceae",0.507,"Cunoniaceae_Geissois_biagiana"
"1046","Geissois montana","montana","Geissois","Cunoniaceae",0.53,"Cunoniaceae_Geissois_montana"
"1047","Geissois racemosa","racemosa","Geissois","Cunoniaceae",0.5175,"Cunoniaceae_Geissois_racemosa"
"1048","Gillbeea adenopetala","adenopetala","Gillbeea","Cunoniaceae",0.45622,"Cunoniaceae_Gillbeea_adenopetala"
"1049","Lamanonia ternata","ternata","Lamanonia","Cunoniaceae",0.5108234335,"Cunoniaceae_Lamanonia_ternata"
"1050","Leiospermum racemosum","racemosum","Leiospermum","Cunoniaceae",0.628333333333333,"Cunoniaceae_Leiospermum_racemosum"
"1051","Weinmannia racemosa","racemosum","Leiospermum","Cunoniaceae",0.583,"Cunoniaceae_Leiospermum_racemosum"
"1052","Pancheria brunhesii","brunhesii","Pancheria","Cunoniaceae",0.88,"Cunoniaceae_Pancheria_brunhesii"
"1053","Platylophus trifoliatus","trifoliatus","Platylophus","Cunoniaceae",0.483014,"Cunoniaceae_Platylophus_trifoliatus"
"1054","Pseudoweinmannia lachnocarpa","lachnocarpa","Pseudoweinmannia","Cunoniaceae",0.754960518444444,"Cunoniaceae_Pseudoweinmannia_lachnocarpa"
"1055","Pullea stutzeri","stutzeri","Pullea","Cunoniaceae",0.688074866666667,"Cunoniaceae_Pullea_stutzeri"
"1056","Schizomeria ovata","ovata","Schizomeria","Cunoniaceae",0.5519670934,"Cunoniaceae_Schizomeria_ovata"
"1057","Schizomeria serrata","serrata","Schizomeria","Cunoniaceae",0.515513333333333,"Cunoniaceae_Schizomeria_serrata"
"1058","Schizomeria whitei","whitei","Schizomeria","Cunoniaceae",0.59406,"Cunoniaceae_Schizomeria_whitei"
"1059","Weinmannia fraxinea","fraxinea","Weinmannia","Cunoniaceae",0.57,"Cunoniaceae_Weinmannia_fraxinea"
"1060","Weinmannia minutiflora","minutiflora","Weinmannia","Cunoniaceae",0.565848247666667,"Cunoniaceae_Weinmannia_minutiflora"
"1061","Weinmannia rutenbergii","rutenbergii","Weinmannia","Cunoniaceae",0.8001412275,"Cunoniaceae_Weinmannia_rutenbergii"
"1062","Weinmannia trichosperma","trichosperma","Weinmannia","Cunoniaceae",0.5825,"Cunoniaceae_Weinmannia_trichosperma"
"1063","Athrotaxis selaginoides","selaginoides","Athrotaxis","Cupressaceae",0.345975022333333,"Cupressaceae_Athrotaxis_selaginoides"
"1064","Austrocedrus chilensis","chilensis","Austrocedrus","Cupressaceae",0.45943,"Cupressaceae_Austrocedrus_chilensis"
"1065","Callitris columellaris","columellaris","Callitris","Cupressaceae",0.5846512520625,"Cupressaceae_Callitris_columellaris"
"1066","Callitris endlicheri","endlicheri","Callitris","Cupressaceae",0.570638,"Cupressaceae_Callitris_endlicheri"
"1067","Callitris macleayana","macleayana","Callitris","Cupressaceae",0.49505,"Cupressaceae_Callitris_macleayana"
"1068","Callitris preissii","preissii","Callitris","Cupressaceae",0.496666666666667,"Cupressaceae_Callitris_preissii"
"1069","Callitris rhomboidea","rhomboidea","Callitris","Cupressaceae",0.490275797181818,"Cupressaceae_Callitris_rhomboidea"
"1070","Callitris verrucosa","verrucosa","Callitris","Cupressaceae",0.681941333333333,"Cupressaceae_Callitris_verrucosa"
"1071","Calocedrus decurrens","decurrens","Calocedrus","Cupressaceae",0.420333333333333,"Cupressaceae_Calocedrus_decurrens"
"1072","Libocedrus decurrens","decurrens","Calocedrus","Cupressaceae",0.35,"Cupressaceae_Calocedrus_decurrens"
"1073","Calocedrus macrolepis","macrolepis","Calocedrus","Cupressaceae",0.4569826,"Cupressaceae_Calocedrus_macrolepis"
"1074","Libocedrus macrolepis","macrolepis","Calocedrus","Cupressaceae",0.44,"Cupressaceae_Calocedrus_macrolepis"
"1075","Chaemaecyparis lawsoniana","lawsoniana","Chamaecyparis","Cupressaceae",0.497,"Cupressaceae_Chamaecyparis_lawsoniana"
"1076","Chamaecyparis lawsoniana","lawsoniana","Chamaecyparis","Cupressaceae",0.436464285714286,"Cupressaceae_Chamaecyparis_lawsoniana"
"1077","Chamaecyparis obtusa","obtusa","Chamaecyparis","Cupressaceae",0.463305818642857,"Cupressaceae_Chamaecyparis_obtusa"
"1078","Chamaecyparis thyoides","thyoides","Chamaecyparis","Cupressaceae",0.386666666666667,"Cupressaceae_Chamaecyparis_thyoides"
"1079","Cryptomeria fortunei","japonica","Cryptomeria","Cupressaceae",0.31225,"Cupressaceae_Cryptomeria_japonica"
"1080","Cryptomeria japonica","japonica","Cryptomeria","Cupressaceae",0.324608884508772,"Cupressaceae_Cryptomeria_japonica"
"1081","Cunninghamia lanceolata","lanceolata","Cunninghamia","Cupressaceae",0.321521926829268,"Cupressaceae_Cunninghamia_lanceolata"
"1082","Larix chinensis","lanceolata","Cunninghamia","Cupressaceae",0.495,"Cupressaceae_Cunninghamia_lanceolata"
"1083","Cupressus arizonica","arizonica","Cupressus","Cupressaceae",0.54051015,"Cupressaceae_Cupressus_arizonica"
"1084","Cupressus duclouxiana","duclouxiana","Cupressus","Cupressaceae",0.452,"Cupressaceae_Cupressus_duclouxiana"
"1085","Cupressus funebris","funebris","Cupressus","Cupressaceae",0.49775,"Cupressaceae_Cupressus_funebris"
"1086","Cupressus guadalupensis","guadalupensis","Cupressus","Cupressaceae",0.84225,"Cupressaceae_Cupressus_guadalupensis"
"1087","Cupressus lusitanica","lusitanica","Cupressus","Cupressaceae",0.402857142857143,"Cupressaceae_Cupressus_lusitanica"
"1088","Cupressus macrocarpa","macrocarpa","Cupressus","Cupressaceae",0.4,"Cupressaceae_Cupressus_macrocarpa"
"1089","Chamaecyparis nootkatensis","nootkatensis","Cupressus","Cupressaceae",0.42,"Cupressaceae_Cupressus_nootkatensis"
"1090","Cupressus nootkatensis","nootkatensis","Cupressus","Cupressaceae",0.43,"Cupressaceae_Cupressus_nootkatensis"
"1091","Cupressus sempervirens","sempervirens","Cupressus","Cupressaceae",0.505309218222222,"Cupressaceae_Cupressus_sempervirens"
"1092","Cupressus torulosa","torulosa","Cupressus","Cupressaceae",0.44,"Cupressaceae_Cupressus_torulosa"
"1093","Fitzroya cupressoides","cupressoides","Fitzroya","Cupressaceae",0.455218181818182,"Cupressaceae_Fitzroya_cupressoides"
"1094","Pinus cupressoides","cupressoides","Fitzroya","Cupressaceae",0.395,"Cupressaceae_Fitzroya_cupressoides"
"1095","Fokienia hodginsii","hodginsii","Fokienia","Cupressaceae",0.404836,"Cupressaceae_Fokienia_hodginsii"
"1096","Glyptostrobus pensilis","pensilis","Glyptostrobus","Cupressaceae",0.49170825,"Cupressaceae_Glyptostrobus_pensilis"
"1097","Juniperus arizonica","arizonica","Juniperus","Cupressaceae",0.575044,"Cupressaceae_Juniperus_arizonica"
"1098","Juniperus ashei","ashei","Juniperus","Cupressaceae",0.627616,"Cupressaceae_Juniperus_ashei"
"1099","Juniperus barbadensis","barbadensis","Juniperus","Cupressaceae",0.538715,"Cupressaceae_Juniperus_barbadensis"
"1100","Juniperus californica","californica","Juniperus","Cupressaceae",0.676557,"Cupressaceae_Juniperus_californica"
"1101","Juniperus cedrus","cedrus","Juniperus","Cupressaceae",0.48,"Cupressaceae_Juniperus_cedrus"
"1102","Juniperus chinensis","chinensis","Juniperus","Cupressaceae",0.518616333333333,"Cupressaceae_Juniperus_chinensis"
"1103","Sabina chinensis","chinensis","Juniperus","Cupressaceae",0.609,"Cupressaceae_Juniperus_chinensis"
"1104","Juniperus communis","communis","Juniperus","Cupressaceae",0.5777351746,"Cupressaceae_Juniperus_communis"
"1105","Juniperus deppeana","deppeana","Juniperus","Cupressaceae",0.492571740740741,"Cupressaceae_Juniperus_deppeana"
"1106","Juniperus flaccida","flaccida","Juniperus","Cupressaceae",0.5451335,"Cupressaceae_Juniperus_flaccida"
"1107","Juniperus monosperma","monosperma","Juniperus","Cupressaceae",0.570641636363636,"Cupressaceae_Juniperus_monosperma"
"1108","Juniperus occidentalis","occidentalis","Juniperus","Cupressaceae",0.5126825,"Cupressaceae_Juniperus_occidentalis"
"1109","Juniperus osteosperma","osteosperma","Juniperus","Cupressaceae",0.509938551142857,"Cupressaceae_Juniperus_osteosperma"
