"","RawName","Family","Genus","Species","Binomial","WoodDensity","WD_Level"
"6328","Croton sppMishws1","Euphorbiaceae","Croton","","Croton",0.652,"species"
"6329","Croton sppPE1","Euphorbiaceae","Croton","","Croton",0.652,"species"
"6330","Croton sppPacific1","Euphorbiaceae","Croton","","Croton",0.652,"species"
"6331","Croton sppPande1","Euphorbiaceae","Croton","","Croton",0.652,"species"
"6332","Croton sppPande2","Euphorbiaceae","Croton","","Croton",0.652,"species"
"6333","Croton sppPerinet1","Euphorbiaceae","Croton","","Croton",0.652,"species"
"6334","Croton sppPerinet2","Euphorbiaceae","Croton","","Croton",0.652,"species"
"6335","Croton sppQuiapaca1","Euphorbiaceae","Croton","","Croton",0.652,"species"
"6336","Croton sppRAINFOR1","Euphorbiaceae","Croton","","Croton",0.652,"species"
"6337","Croton sppSCA1","Euphorbiaceae","Croton","","Croton",0.652,"species"
"6338","Croton sppSCA2","Euphorbiaceae","Croton","","Croton",0.652,"species"
"6339","Croton sppTEAM1","Euphorbiaceae","Croton","","Croton",0.652,"species"
"6340","Croton sppTarapoto1","Euphorbiaceae","Croton","","Croton",0.652,"species"
"6341","Croton sppZA1","Euphorbiaceae","Croton","","Croton",0.652,"species"
"6342","Croton sylvaticus","Euphorbiaceae","Croton","sylvaticus","Croton sylvaticus",0.491718908285714,"genus"
"6343","Croton tessmannii","Euphorbiaceae","Croton","tessmannii","Croton tessmannii",0.3979974326,"species"
"6344","Croton tiglium","Euphorbiaceae","Croton","tiglium","Croton tiglium",0.491718908285714,"genus"
"6345","Croton urucurana","Euphorbiaceae","Croton","urucurana","Croton urucurana",0.528,"species"
"6346","Crotonogyne manniana","Euphorbiaceae","Crotonogyne","manniana","Crotonogyne manniana",0.585594450962204,"dataset"
"6347","Crotonogyne preussii","Euphorbiaceae","Crotonogyne","preussii","Crotonogyne preussii",0.585594450962204,"dataset"
"6348","Crudia amazonica","Fabaceae","Crudia","amazonica","Crudia amazonica",0.835,"species"
"6349","Crudia aromatica","Fabaceae","Crudia","aromatica","Crudia aromatica",0.93,"species"
"6350","Crudia curtisii","Fabaceae","Crudia","curtisii","Crudia curtisii",0.8125,"species"
"6351","Crudia gabonensis","Fabaceae","Crudia","gabonensis","Crudia gabonensis",0.783875492957747,"genus"
"6352","Crudia glaberrima","Fabaceae","Crudia","glaberrima","Crudia glaberrima",0.77625,"species"
"6353","Crudia havilandii","Fabaceae","Crudia","havilandii","Crudia havilandii",0.783875492957747,"genus"
"6354","Crudia oblonga","Fabaceae","Crudia","oblonga","Crudia oblonga",0.783875492957747,"genus"
"6355","Crudia senegalensis","Fabaceae","Crudia","senegalensis","Crudia senegalensis",0.783875492957747,"genus"
"6356","Crudia sppGA1","Fabaceae","Crudia","","Crudia",0.783875492957747,"genus"
"6357","Crudia sppRAINFOR1","Fabaceae","Crudia","","Crudia",0.783875492957747,"genus"
"6358","Crudia sppSL1","Fabaceae","Crudia","","Crudia",0.783875492957747,"genus"
"6359","Crudia sppTEAM1","Fabaceae","Crudia","","Crudia",0.783875492957747,"genus"
"6360","Cryosophila argentea","Arecaceae","Cryosophila","argentea","Cryosophila argentea",0.4,"genus"
"6361","Cryosophila guagara","Arecaceae","Cryosophila","guagara","Cryosophila guagara",0.4,"genus"
"6362","Cryosophila warscewiczii","Arecaceae","Cryosophila","warscewiczii","Cryosophila warscewiczii",0.4,"species"
"6363","Cryptocarya acuminata","Lauraceae","Cryptocarya","acuminata","Cryptocarya acuminata",0.582393995058621,"genus"
"6364","Cryptocarya ainikini","Lauraceae","Cryptocarya","ainikinii","Cryptocarya ainikinii",0.582393995058621,"genus"
"6365","Cryptocarya angulata","Lauraceae","Cryptocarya","angulata","Cryptocarya angulata",0.658609993333333,"species"
"6366","Cryptocarya aristata","Lauraceae","Cryptocarya","aristata","Cryptocarya aristata",0.52,"species"
"6367","Cryptocarya aschersoniana","Lauraceae","Cryptocarya","aschersoniana","Cryptocarya aschersoniana",0.606109475166667,"species"
"6368","Cryptocarya bitriplinervia","Lauraceae","Cryptocarya","bitriplinervia","Cryptocarya bitriplinervia",0.582393995058621,"genus"
"6369","Cryptocarya cinnamonifolia","Lauraceae","Cryptocarya","cinnamomifolia","Cryptocarya cinnamomifolia",0.582393995058621,"genus"
"6370","Cryptocarya concinna","Lauraceae","Cryptocarya","concinna","Cryptocarya concinna",0.582393995058621,"genus"
"6371","Cryptocarya cordata","Lauraceae","Cryptocarya","cordata","Cryptocarya cordata",0.582393995058621,"genus"
"6372","Cryptocarya corrugata","Lauraceae","Cryptocarya","corrugata","Cryptocarya corrugata",0.67301,"species"
"6373","Cryptocarya crassifolia","Lauraceae","Cryptocarya","crassifolia","Cryptocarya crassifolia",0.582393995058621,"genus"
"6374","Cryptocarya crassinervia","Lauraceae","Cryptocarya","crassinervia","Cryptocarya crassinervia",0.4865,"species"
"6375","Cryptocarya crassinerviopsis","Lauraceae","Cryptocarya","crassinerviopsis","Cryptocarya crassinerviopsis",0.582393995058621,"genus"
"6376","Cryptocarya crytocarya","Lauraceae","Cryptocarya","","Cryptocarya",0.5525,"species"
"6377","Cryptocarya elegans","Lauraceae","Cryptocarya","elegans","Cryptocarya elegans",0.582393995058621,"genus"
"6378","Cryptocarya elliptica","Lauraceae","Cryptocarya","elliptica","Cryptocarya elliptica",0.59,"species"
"6379","Cryptocarya erythroxylon","Lauraceae","Cryptocarya","erythroxylon","Cryptocarya erythroxylon",0.584896,"species"
"6380","Cryptocarya ferrea","Lauraceae","Cryptocarya","ferrea","Cryptocarya ferrea",0.58,"species"
"6381","Cryptocarya fusca","Lauraceae","Cryptocarya","fusca","Cryptocarya fusca",0.582393995058621,"genus"
"6382","Cryptocarya glaucescens","Lauraceae","Cryptocarya","glaucescens","Cryptocarya glaucescens",0.563827333375,"species"
"6383","Cryptocarya gracilis","Lauraceae","Cryptocarya","gracilis","Cryptocarya gracilis",0.582393995058621,"genus"
"6384","Cryptocarya griffithiana","Lauraceae","Cryptocarya","griffithiana","Cryptocarya griffithiana",0.55,"species"
"6385","Cryptocarya guillauminii","Lauraceae","Cryptocarya","guillauminii","Cryptocarya guillauminii",0.582393995058621,"genus"
"6386","Cryptocarya hornei","Lauraceae","Cryptocarya","hornei","Cryptocarya hornei",0.582393995058621,"genus"
"6387","Cryptocarya hypoglauca","Lauraceae","Cryptocarya","hypoglauca","Cryptocarya hypoglauca",0.663,"species"
"6388","Cryptocarya hypospodia","Lauraceae","Cryptocarya","hypospodia","Cryptocarya hypospodia",0.59406,"species"
"6389","Cryptocarya infectoria","Lauraceae","Cryptocarya","infectoria","Cryptocarya infectoria",0.582393995058621,"genus"
"6390","Cryptocarya kunstleri","Lauraceae","Cryptocarya","","Cryptocarya",0.5525,"species"
"6391","Cryptocarya lenticellata","Lauraceae","Cryptocarya","lenticellata","Cryptocarya lenticellata",0.582393995058621,"genus"
"6392","Cryptocarya longifolia","Lauraceae","Cryptocarya","longifolia","Cryptocarya longifolia",0.582393995058621,"genus"
"6393","Cryptocarya louvelii","Lauraceae","Cryptocarya","louvelii","Cryptocarya louvelii",0.730334827583333,"species"
"6394","Cryptocarya lucida","Lauraceae","Cryptocarya","lucida","Cryptocarya lucida",0.582393995058621,"genus"
"6395","Cryptocarya macdonaldii","Lauraceae","Cryptocarya","macdonaldii","Cryptocarya macdonaldii",0.582393995058621,"genus"
"6396","Cryptocarya mackinonium","Lauraceae","Cryptocarya","","Cryptocarya",0.5525,"species"
"6397","Cryptocarya macrodesme","Lauraceae","Cryptocarya","macrodesme","Cryptocarya macrodesme",0.582393995058621,"genus"
"6398","Cryptocarya mandioccana","Lauraceae","Cryptocarya","mandioccana","Cryptocarya mandioccana",0.582393995058621,"genus"
"6399","Cryptocarya medicinalis","Lauraceae","Cryptocarya","medicinalis","Cryptocarya medicinalis",0.582393995058621,"genus"
"6400","Cryptocarya meisneriana","Lauraceae","Cryptocarya","meisneriana","Cryptocarya meisneriana",0.582393995058621,"genus"
"6401","Cryptocarya microneura","Lauraceae","Cryptocarya","microneura","Cryptocarya microneura",0.688866666666667,"species"
"6402","Cryptocarya myristac","Lauraceae","Cryptocarya","","Cryptocarya",0.5525,"species"
"6403","Cryptocarya odorata","Lauraceae","Cryptocarya","odorata","Cryptocarya odorata",0.57,"species"
"6404","Cryptocarya oubatchensis","Lauraceae","Cryptocarya","oubatchensis","Cryptocarya oubatchensis",0.582393995058621,"genus"
"6405","Cryptocarya ovalifolia","Lauraceae","Cryptocarya","ovalifolia","Cryptocarya ovalifolia",0.5581518028,"species"
"6406","Cryptocarya parinarioides","Lauraceae","Cryptocarya","parinarioides","Cryptocarya parinarioides",0.582393995058621,"genus"
"6407","Cryptocarya pluricostata","Lauraceae","Cryptocarya","pluricostata","Cryptocarya pluricostata",0.582393995058621,"genus"
"6408","Cryptocarya riedeliana","Lauraceae","Cryptocarya","riedeliana","Cryptocarya riedeliana",0.582393995058621,"genus"
"6409","Cryptocarya rigida","Lauraceae","Cryptocarya","rigida","Cryptocarya rigida",0.619946666666667,"species"
"6410","Cryptocarya rigidifolia","Lauraceae","Cryptocarya","rigidifolia","Cryptocarya rigidifolia",0.582393995058621,"genus"
"6411","Cryptocarya rugulosa","Lauraceae","Cryptocarya","rugulosa","Cryptocarya rugulosa",0.582393995058621,"genus"
"6412","Cryptocarya saligna","Lauraceae","Cryptocarya","saligna","Cryptocarya saligna",0.582393995058621,"genus"
"6413","Cryptocarya scortechinii","Lauraceae","Cryptocarya","scortechinii","Cryptocarya scortechinii",0.582393995058621,"genus"
"6414","Cryptocarya sppBRi1","Lauraceae","Cryptocarya","","Cryptocarya",0.5525,"species"
"6415","Cryptocarya sppBaitete1","Lauraceae","Cryptocarya","","Cryptocarya",0.5525,"species"
"6416","Cryptocarya sppCamorin1","Lauraceae","Cryptocarya","","Cryptocarya",0.5525,"species"
"6417","Cryptocarya sppCamorin2","Lauraceae","Cryptocarya","","Cryptocarya",0.5525,"species"
"6418","Cryptocarya sppCuevas1","Lauraceae","Cryptocarya","","Cryptocarya",0.5525,"species"
"6419","Cryptocarya sppDavies1","Lauraceae","Cryptocarya","","Cryptocarya",0.5525,"species"
"6420","Cryptocarya sppGentry1","Lauraceae","Cryptocarya","","Cryptocarya",0.5525,"species"
"6421","Cryptocarya sppNC1","Lauraceae","Cryptocarya","","Cryptocarya",0.5525,"species"
"6422","Cryptocarya sppNC2","Lauraceae","Cryptocarya","","Cryptocarya",0.5525,"species"
"6423","Cryptocarya sppNC3","Lauraceae","Cryptocarya","","Cryptocarya",0.5525,"species"
"6424","Cryptocarya sppNC4","Lauraceae","Cryptocarya","","Cryptocarya",0.5525,"species"
"6425","Cryptocarya sppNewcaldo1","Lauraceae","Cryptocarya","","Cryptocarya",0.5525,"species"
"6426","Cryptocarya sppNosymang1","Lauraceae","Cryptocarya","","Cryptocarya",0.5525,"species"
"6427","Cryptocarya sppNosymang2","Lauraceae","Cryptocarya","","Cryptocarya",0.5525,"species"
"6428","Cryptocarya sppPacific1","Lauraceae","Cryptocarya","","Cryptocarya",0.5525,"species"
"6429","Cryptocarya sppPacific2","Lauraceae","Cryptocarya","","Cryptocarya",0.5525,"species"
"6430","Cryptocarya sppPacific3","Lauraceae","Cryptocarya","","Cryptocarya",0.5525,"species"
"6431","Cryptocarya sppPacific4","Lauraceae","Cryptocarya","","Cryptocarya",0.5525,"species"
"6432","Cryptocarya sppPacific5","Lauraceae","Cryptocarya","","Cryptocarya",0.5525,"species"
"6433","Cryptocarya sppPerinet1","Lauraceae","Cryptocarya","","Cryptocarya",0.5525,"species"
"6434","Cryptocarya sppRAINFOR1","Lauraceae","Cryptocarya","","Cryptocarya",0.5525,"species"
"6435","Cryptocarya sppSCA1","Lauraceae","Cryptocarya","","Cryptocarya",0.5525,"species"
"6436","Cryptocarya sppTEAM1","Lauraceae","Cryptocarya","","Cryptocarya",0.5525,"species"
"6437","Cryptocarya sppTEAM2","Lauraceae","Cryptocarya","","Cryptocarya",0.5525,"species"
"6438","Cryptocarya sppTEAM3","Lauraceae","Cryptocarya","","Cryptocarya",0.5525,"species"
"6439","Cryptocarya sppTEAM4","Lauraceae","Cryptocarya","","Cryptocarya",0.5525,"species"
"6440","Cryptocarya sppVarirata1","Lauraceae","Cryptocarya","","Cryptocarya",0.5525,"species"
"6441","Cryptocarya sppVarirata2","Lauraceae","Cryptocarya","","Cryptocarya",0.5525,"species"
"6442","Cryptocarya sppVarirata3","Lauraceae","Cryptocarya","","Cryptocarya",0.5525,"species"
"6443","Cryptocarya sppVarirata4","Lauraceae","Cryptocarya","","Cryptocarya",0.5525,"species"
"6444","Cryptocarya sppVarirata5","Lauraceae","Cryptocarya","","Cryptocarya",0.5525,"species"
"6445","Cryptocarya sppVarirata6","Lauraceae","Cryptocarya","","Cryptocarya",0.5525,"species"
"6446","Cryptocarya sppVarirata7","Lauraceae","Cryptocarya","","Cryptocarya",0.5525,"species"
"6447","Cryptocarya sppVarirata8","Lauraceae","Cryptocarya","","Cryptocarya",0.5525,"species"
"6448","Cryptocarya thouvenotii","Lauraceae","Cryptocarya","thouvenotii","Cryptocarya thouvenotii",0.584606064470588,"species"
"6449","Cryptocarya transversa","Lauraceae","Cryptocarya","transversa","Cryptocarya transversa",0.582393995058621,"genus"
"6450","Cryptocarya turbinata","Lauraceae","Cryptocarya","turbinata","Cryptocarya turbinata",0.582393995058621,"genus"
"6451","Cryptocarya velutinosa","Lauraceae","Cryptocarya","velutinosa","Cryptocarya velutinosa",0.582393995058621,"genus"
"6452","Cryptocarya vidalii","Lauraceae","Cryptocarya","vidalii","Cryptocarya vidalii",0.582393995058621,"genus"
"6453","Cryptomeria japonica","Cupressaceae","Cryptomeria","japonica","Cryptomeria japonica",0.324608884508772,"species"
"6454","Cryptomeria sppUS1","Cupressaceae","Cryptomeria","","Cryptomeria",0.324189939271186,"genus"
"6455","Cryptosepalum congolanum","Fabaceae","Cryptosepalum","congolanum","Cryptosepalum congolanum",0.752991132571429,"genus"
"6456","Cryptosepalum sppGA1","Fabaceae","Cryptosepalum","","Cryptosepalum",0.752991132571429,"genus"
"6457","Cryptosepalum sppSL1","Fabaceae","Cryptosepalum","","Cryptosepalum",0.752991132571429,"genus"
"6458","Cryptosepalum tetraphyllum","Fabaceae","Cryptosepalum","tetraphyllum","Cryptosepalum tetraphyllum",0.752991132571429,"genus"
"6459","Crysophila sppOsasiren1","Arecaceae","Cryosophila","","Cryosophila",0.4,"genus"
"6460","Ctenolophon englerianus","Ctenolophonaceae","Ctenolophon","englerianus","Ctenolophon englerianus",0.792261543555556,"species"
"6461","Ctenolophon parvifolius","Ctenolophonaceae","Ctenolophon","parvifolius","Ctenolophon parvifolius",0.7425,"species"
"6462","Ctenolophon sppBanyong1","Ctenolophonaceae","Ctenolophon","","Ctenolophon",0.785840699225806,"genus"
"6463","Cudrania cochinchinensis","Moraceae","Cudrania","cochinchinensis","Cudrania cochinchinensis",0.99,"genus"
"6464","Cudrania tricuspidata","Moraceae","Cudrania","tricuspidata","Cudrania tricuspidata",0.99,"species"
"6465","Cuervea kappleriana","Celastraceae","Cuervea","kappleriana","Cuervea kappleriana",0.585594450962204,"dataset"
"6466","Cunninghamia lanceolata","Cupressaceae","Cunninghamia","lanceolata","Cunninghamia lanceolata",0.321521926829268,"species"
"6467","Cunonia aoupiniensis","Cunoniaceae","Cunonia","aoupiniensis","Cunonia aoupiniensis",0.685,"genus"
"6468","Cunonia austrocaledonica","Cunoniaceae","Cunonia","austrocaledonica","Cunonia austrocaledonica",0.795,"species"
"6469","Cunonia balansae","Cunoniaceae","Cunonia","balansae","Cunonia balansae",0.685,"genus"
"6470","Cunonia linearisepala","Cunoniaceae","Cunonia","linearisepala","Cunonia linearisepala",0.72,"species"
"6471","Cunonia pulchella","Cunoniaceae","Cunonia","pulchella","Cunonia pulchella",0.685,"genus"
"6472","Cunonia sppNewcaldo1","Cunoniaceae","Cunonia","","Cunonia",0.685,"genus"
"6473","Cupania americana","Sapindaceae","Cupania","americana","Cupania americana",0.541428571428571,"species"
"6474","Cupania cinerea","Sapindaceae","Cupania","cinerea","Cupania cinerea",0.540017299,"species"
"6475","Cupania costaricensis","Sapindaceae","Cupania","costaricensis","Cupania costaricensis",0.606005310658228,"genus"
"6476","Cupania dentata","Sapindaceae","Cupania","dentata","Cupania dentata",0.66,"species"
"6477","Cupania diphylla","Sapindaceae","Cupania","diphylla","Cupania diphylla",0.606005310658228,"genus"
"6478","Cupania emarginata","Sapindaceae","Cupania","emarginata","Cupania emarginata",0.606005310658228,"genus"
"6479","Cupania frutescens","Sapindaceae","Cupania","frutescens","Cupania frutescens",0.606005310658228,"genus"
"6480","Cupania fulvida","Sapindaceae","Cupania","fulvida","Cupania fulvida",0.606005310658228,"genus"
"6481","Cupania furfuracea","Sapindaceae","Cupania","furfuracea","Cupania furfuracea",0.606005310658228,"genus"
"6482","Cupania glabra","Sapindaceae","Cupania","glabra","Cupania glabra",0.606005310658228,"genus"
"6483","Cupania guatemalensis","Sapindaceae","Cupania","guatemalensis","Cupania guatemalensis",0.606005310658228,"genus"
"6484","Cupania hirsuta","Sapindaceae","Cupania","hirsuta","Cupania hirsuta",0.606005310658228,"genus"
"6485","Cupania hispida","Sapindaceae","Cupania","hispida","Cupania hispida",0.606005310658228,"genus"
"6486","Cupania impressinervia","Sapindaceae","Cupania","impressinervia","Cupania impressinervia",0.606005310658228,"genus"
"6487","Cupania latifolia","Sapindaceae","Cupania","latifolia","Cupania latifolia",0.581608201,"species"
"6488","Cupania livida","Sapindaceae","Cupania","livida","Cupania livida",0.536538462,"species"
"6489","Cupania macrophylla","Sapindaceae","Cupania","macrophylla","Cupania macrophylla",0.606005310658228,"genus"
"6490","Cupania macrostylis","Sapindaceae","Cupania","macrostylis","Cupania macrostylis",0.606005310658228,"genus"
"6491","Cupania oblongifolia","Sapindaceae","Cupania","oblongifolia","Cupania oblongifolia",0.67,"species"
"6492","Cupania pseudostipularis","Sapindaceae","Cupania","pseudostipularis","Cupania pseudostipularis",0.606005310658228,"genus"
"6493","Cupania racemosa","Sapindaceae","Cupania","racemosa","Cupania racemosa",0.606005310658228,"genus"
"6494","Cupania riopalenquensis","Sapindaceae","Cupania","riopalenquensis","Cupania riopalenquensis",0.606005310658228,"genus"
